Gender,Age,Dependents,Education,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Loan_Type,Co_Applicant,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Expense_to_Income_Ratio,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Employment_Status_Employed,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Business,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Other,Residential_Status_Own,Residential_Status_Rent,City_Town_Rural,City_Town_Suburban,City_Town_Urban,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle
1,0.2995430112562828,3,0,1.5968005134445606,0.4298445621296693,0.9870125440584248,2,-0.6555561599391191,0.1812393972703365,0,0.2368496394960702,0.1858205689538698,-1.0799110346859984,1,0,0.1726870216426281,-0.2817282454116911,1,-0.5486120539726982,-1.565730350295495,-0.5543035236442956,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1,2.401818459420963,3,2,-0.8944014558341238,1.4038607848866431,-0.7881113969563974,0,-1.598868049252781,-0.0677413341697955,0,-0.8526138245913384,1.6817907099327405,-1.4294851242028297,0,1,-0.1754183096264317,-0.2817282454116911,0,0.2578377997676565,0.1656856557403619,1.429349510471679,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,2.0195865597546576,0,1,-1.3521217093285274,-0.9007449529519654,-1.5881672576954724,2,1.5364588564911703,0.6391469362703383,1,-1.7443948614071672,1.6207307041785006,-0.8599204438693716,0,1,0.8688976841807479,1.5208376195655302,0,1.7732450793688268,-1.0792020160434337,0.0963011369626694,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1,-1.3249425623255155,0,1,0.3062253644481078,-0.9509121910495908,0.780748142461632,2,1.088019586617315,-0.978362099274664,0,0.5761021528820175,0.0026405516911509,-1.4234579847284017,1,0,-1.2197343034336112,1.104860881493864,0,-0.7932328379069489,0.1498973404169959,-0.7823121833859865,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1,0.0128690865065537,1,2,-0.7563295114772799,0.3835363423472458,0.3682193392680466,2,1.671733293417984,-1.7099522132605505,0,-0.1312571412245486,1.0406606495132245,-0.965395384671864,1,0,-0.8716289721645514,-0.0044104200305801,1,-1.1228168490764991,1.4250754446210756,0.4799833147722588,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
1,0.3951009861728592,1,1,1.524097180213676,-0.306456132410864,1.018264726118545,0,0.4694635158673073,-1.4437725346787496,0,1.9133439636986485,0.949070640881865,0.2038696733671925,0,0,-0.1754183096264317,1.6594965322560855,1,-1.0481118145129045,0.0398813611938866,-0.7519243357696446,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1,0.6817749109225884,1,1,-0.4106177432569502,-0.5680975741815568,-1.7506786044080969,1,-1.0778289533012204,-0.5093733594317079,0,0.3327440343402341,0.0637005574453906,-0.4832242267176136,0,0,-1.567839634702671,-0.0044104200305801,0,-0.3700417608153167,1.2910574841342757,-0.380460739445852,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1,-0.178246863326599,2,0,0.410423210534112,1.482584758516763,0.9807621076464008,0,1.5910128366987002,0.4780078073457094,0,0.4838912815273861,1.2085756653373834,0.8306921787077177,0,0,0.1726870216426281,-0.0044104200305801,1,-0.1634101032449331,-0.1329493846909067,0.1794471235825134,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.4906589610894356,0,1,1.4799768670939708,1.3768476566802297,0.211958428967446,2,0.1574786036117772,1.5157160946182116,0,0.7829933888774286,1.2238406667759432,-1.5741364715891046,1,0,1.5651083467188676,-1.3909995469361351,1,-0.106446164575656,-0.973868742019924,-0.2576666753426394,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-0.2738048382431753,0,0,-0.5787844443420195,-0.0255195990641616,-0.5068417584153165,1,-0.7594585878916282,0.7949763231243847,0,-0.6875919722602805,1.1780456624602635,-1.4746886702610404,1,1,0.520792352911688,-0.0044104200305801,0,0.6024320425734583,-0.2696182943125408,0.0460180055307566,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0.9684488356723174,1,1,1.3456282740346657,0.0709558588158873,0.749495960401512,2,0.3532760313031789,-0.5244945814153228,0,0.8371411841735571,-1.40173958065636,-1.3631865899841202,0,1,0.1726870216426281,0.8275430561127528,1,-0.7409330356640337,-0.8057257140911106,-0.6132705085310219,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
0,0.9684488356723174,2,1,-0.8694018114077934,0.1890418192610672,0.3682193392680466,0,0.0910560093896321,1.0625411518115548,0,-0.1312571412245486,1.422285685477222,-0.7182826662203107,0,0,1.5651083467188676,0.1342484926599753,0,1.1672414095556092,1.8529547091900729,0.468167047532814,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
1,-0.7515947128260573,0,0,-0.8662943528060882,-0.8868524870172384,0.1744558104953019,0,-1.090461045410343,-0.3176454990135071,0,-0.1312571412245486,1.3764906811615425,1.116981303743054,0,0,1.5651083467188676,-0.1430693327211356,1,0.0253390127627143,1.8403183192667525,-0.3443848664121966,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
0,-0.3693628131597518,3,1,1.0120943841183152,1.1406757357898698,0.3432175936199505,2,-0.6624968698891865,1.0059808558423085,0,1.5044728563605363,0.8422156308119456,1.2375240932316165,1,1,0.1726870216426281,1.6594965322560855,1,-0.1470973668086184,0.2405482177151371,-0.1941229156601354,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0,-0.178246863326599,2,1,0.3645392046945201,0.876718883030056,0.9245081799381846,2,0.1259677804384712,0.7873579975448535,0,0.0364659616654998,0.7353606207420263,-1.1010060228464968,1,1,-0.5235236408954915,-0.9750228088644686,1,-0.0080045733470842,-0.6587226277458249,-0.0441350171893041,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
1,2.592934409254116,1,0,-0.8708855529023013,-0.651452369789919,-1.5756663848714243,1,0.7974814681074931,0.3497659934236015,0,-1.8110666365677064,-1.554389595041959,1.5629896248507351,1,0,0.8688976841807479,-1.2523406342455796,0,0.5805274510838727,-2.2446884934176885,-0.1639530500291436,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
1,0.7773328858391647,2,2,-0.4558858564007086,1.3845656933106334,0.6244872321610315,2,0.2846324098970122,-0.3258409704702754,1,-0.1149268537542877,-1.5085945907262794,-0.971422524146292,1,1,-0.5235236408954915,1.6594965322560855,0,-0.2333266950148385,0.5687828082243729,0.7892527569189102,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
0,-0.4649207880763281,0,0,0.64793383014552,-0.7517868459851699,0.205707992555422,0,-0.1331983290970458,-1.4803635832955886,0,0.4805761103868068,0.5063855991636278,1.089859176108127,0,0,-0.5235236408954915,1.2435197941844194,1,-1.036637534677431,-0.4554529271240383,-0.7644980313199764,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,-0.178246863326599,2,1,0.0611000715063953,1.6500661533965282,0.3307167207959025,1,1.732950355177579,1.673161489928522,1,0.0003674314680809,-1.6154496007961987,-0.923205408350867,0,0,1.2170030154498075,-1.3909995469361351,1,0.58269153865082,-0.2727332337825224,0.4679205103913932,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0.4906589610894356,3,1,-0.4896479741813968,1.0480592962250228,0.8745046886419924,2,1.4921077199102395,1.5001331559328068,0,-0.1312571412245486,0.307940580462349,0.0803133141414159,1,0,-0.8716289721645514,-1.3909995469361351,0,0.9812808031854492,0.6230246957174171,0.6253681689200831,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,-0.5604787629929044,2,1,-0.8791161189284391,0.5224610016945163,-1.513162020751184,2,-1.5037803229368574,-1.008142826540104,1,-1.47230525964703,-0.150009462694448,-0.4018578438128341,0,1,-1.567839634702671,0.8275430561127528,0,-0.5382978335001473,-1.4017698253790858,0.7326116463928454,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1,0.10842706142313,0,0,0.447124816181278,1.6747638706138206,0.7244942147534159,0,1.2544578112199314,0.2260259173439439,0,0.5811363016510452,0.1094955617610703,0.182774685206694,1,1,0.8688976841807479,1.104860881493864,0,-0.2860098140186313,-0.0604903127294522,0.2367303414838808,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1,0.8728908607557411,2,2,0.8002272967516091,-0.7826589925067856,0.6744907234572237,2,-0.159989469504306,-1.4425028137488276,0,1.1496267602022343,-0.6690195116054847,-1.010598930730075,1,0,1.2170030154498075,1.104860881493864,1,-1.0269125509833958,0.1305338321442468,-0.8000136905452818,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,-1.1338266124923626,1,0,0.924777596922655,-0.9007449529519654,0.2869636659117343,1,1.4609439322344369,-0.5861337611042567,0,0.5004671372302826,-0.0278894511859688,-1.2999016255026248,1,0,-0.1754183096264317,-1.668317372317246,0,-0.7126788478757256,-0.7460277326992207,-0.8581036719680286,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,0.586216936006012,3,0,-0.3781713962355426,1.0851058720509617,0.2369601746155421,2,-0.1956647186476525,1.019716927720554,0,-0.1011750327266995,-0.3026594770800471,-1.2366166610211295,1,0,1.5651083467188676,-0.4203871581022466,1,0.5635534416541204,0.4074127127340879,0.538468451909144,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,0.2039850363397064,0,0,0.3931782150507755,-1.2773851405156764,0.8307516337578242,1,-1.408484375322432,0.7598858537883624,0,0.3554590958590181,0.0637005574453906,-1.052788907051072,0,0,1.5651083467188676,-0.4203871581022466,1,-0.0320476193915858,-0.2763167762672475,-0.9302449686882882,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
0,-0.8471526877426336,1,0,-0.4177564995041106,-0.0965255360638776,0.6807411598692478,1,-0.0779502778945092,1.6117531685904831,0,-0.1252407195249788,-0.0126244497474089,-0.4561020990826872,1,1,1.5651083467188676,0.5502252307316418,1,0.9725247512848444,0.456124252445402,-0.1053356512701691,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
0,-0.2738048382431753,1,1,1.4960180723081782,-1.189399522929072,0.5869846136888874,0,0.4397572772810188,1.3604638536414022,0,0.3076960746114128,0.7048306178649065,-0.968408954409078,1,1,-0.8716289721645514,-1.3909995469361351,0,-0.1598977569873715,-1.4318099202217254,-1.0031459372053848,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0.8728908607557411,3,0,0.4666374165901831,-1.1932585412442738,0.6869915962812717,2,-1.6178855945159656,0.8208324584246116,0,1.0049870711799234,1.254370669653063,1.5690167643251636,1,0,0.1726870216426281,-1.529658459626691,1,-0.0346274118350795,0.4531575207321023,-0.9059843047376236,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
0,-0.2738048382431753,3,2,0.6705538891561303,0.2160549474674808,0.5057289403325751,0,1.074346388015682,0.4075960103227699,0,0.4373561014429583,-1.1880295605165214,0.2400325102137616,0,1,1.5651083467188676,1.2435197941844194,1,-0.2760105139672841,-0.5346624784636713,-0.4121119467919096,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0,-1.229384587408939,0,0,-1.2284952482012317,1.274969573158898,-1.0568801626734303,1,-0.3490544085441423,0.422255515604595,0,-1.7161545146540844,-0.2568644727643673,-0.778554060964592,1,1,-0.8716289721645514,0.6888841434221973,1,1.212564768203964,-1.3284434408206085,2.112852082353549,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,2.592934409254116,1,2,-0.4309142070969161,0.3302818895974588,-0.656852232303893,0,-1.23121864319771,-0.5556604587861321,0,-0.6483010550386,1.407020684038662,0.4539959615559598,0,0,-0.1754183096264317,0.8275430561127528,0,-0.3913147102440552,-0.4955347062829306,0.1504130539732879,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
1,-0.8471526877426336,3,0,0.4926168903053395,1.4007735702344817,0.2494610474395902,0,1.6997737616162565,-0.8622403487745376,0,0.1555665544937187,-1.569654596480519,0.3033174746952566,0,1,-0.1754183096264317,1.6594965322560855,1,-0.7661432613087453,-0.6652247081399141,0.1053244825565879,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
0,1.0640068105888938,3,0,-1.0994097381790484,1.1013137489748095,-0.6818539779519891,0,0.6766437078768195,0.3116743655259457,0,-0.520851142300774,0.0026405516911509,0.4690638102420303,0,1,1.2170030154498075,1.5208376195655302,0,0.8597858787398357,1.8369486221464009,1.6055593967102195,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0.6817749109225884,0,1,1.630450650735097,-0.7564176679634123,0.5244802495686471,0,-0.5442271723400379,-1.386404234481371,0,0.1326059247422992,0.4453255934093881,-1.3631865899841202,0,1,1.5651083467188676,-1.668317372317246,1,-1.0329755501402107,-1.6817791932503798,-0.8914277084903837,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
0,-1.1338266124923626,2,2,-1.2138537991139182,-1.06745454416869,-0.7381079056602053,0,-1.1327993761057542,-1.5234186657374844,1,-0.766910511401548,1.269635671091623,-1.2275759518094875,0,0,1.2170030154498075,-0.2817282454116911,0,-0.9155726301985708,1.6601578203687588,-0.2357310736400141,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0,-0.6560367379094809,1,0,-0.9035838560265498,-1.1060447273207097,-2.3257187543143067,0,-1.433956780839179,0.5893969616524908,0,-1.9076977361097769,-1.1727645590779616,0.649877994474874,0,1,0.8688976841807479,-1.2523406342455796,0,0.8221849597073139,-2.442982302869792,-0.4893709991859763,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,2.592934409254116,1,1,-0.4767422226914322,-0.9516839947126312,-0.6881044143640132,1,1.04012868796185,-0.7213013255532111,0,-0.2339046624661888,0.7353606207420263,-1.2426438004955578,0,1,-1.567839634702671,-1.3909995469361351,0,-0.4808829558291529,0.3923143377076467,-0.5769123551191722,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,-0.5604787629929044,1,0,-0.9164896075165144,-0.9208118481910156,-1.0943827811455746,0,0.5220740972888184,-1.216377059047289,0,-1.3555375650288484,-0.4400444900270862,1.0958863155825556,0,1,1.5651083467188676,-0.2817282454116911,0,-0.7001539436478054,-1.0354835656850807,-0.3381011689384105,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0,-1.3249425623255155,3,1,1.0296193308270307,-1.5243623126886017,0.755746396813536,1,0.9603105235360746,-1.5772086614959924,1,0.3073277222624595,-0.943789537499563,-0.8569068741321576,1,1,1.5651083467188676,-1.529658459626691,1,-1.083007651142712,-1.057346458160196,-1.07604552275067,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1,0.7773328858391647,0,2,0.2326821775410864,-1.2303051170702126,0.9870125440584248,0,0.42545941478388,1.1022487881654748,0,-0.0187868906774883,-0.5774295029741253,1.6413424380183006,0,0,-0.8716289721645514,0.2729074053505308,1,0.1985111145158323,-0.5573779627902543,-0.8886353412007315,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,-0.178246863326599,1,1,1.7587802924487577,1.6716766559616592,0.5932350501009114,1,0.310660072209765,1.621680077678963,1,0.9103205174989368,-1.111704553323722,0.2551003588998316,1,0,0.520792352911688,-0.4203871581022466,1,-0.1452207121325228,-1.0777424849016983,-0.2469771175135091,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1,0.10842706142313,2,2,-0.6498080702206313,-0.7486996313330083,0.6369881049850796,1,1.1362575207702834,-0.3590845729991387,0,-0.1312571412245486,-0.638489508728365,-1.6283807268589578,1,0,0.8688976841807479,-1.113681721555024,1,-0.1534196237006277,1.0743536770192446,-0.3726572773634461,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,-1.229384587408939,2,1,0.3378038626708409,1.6330864728096397,0.2682123566756623,0,-1.7110299220458702,1.0452267754944389,0,0.7387911070030382,-0.5926945044126852,0.613715157628305,1,0,1.5651083467188676,-1.668317372317246,1,0.1201938155570534,0.3173595821409255,0.2810866627934982,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1,-0.2738048382431753,3,0,1.512507199482992,-0.659170406420323,0.6619898506331756,1,-1.5663161195869646,0.3719283951095103,1,1.0256148027213057,-0.1958044670101277,-1.4355122636772577,0,0,0.1726870216426281,-0.0044104200305801,1,-0.4756217116079578,-0.7745722104052879,-0.851801303857448,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
